Name,Type,Rarity,Number,Quantity
Han Solo - Never Tell Me the Odds,Normal,Special,017/262,
Han Solo - Never Tell Me the Odds,Hyperspace,Special,279,
Han Solo - Never Tell Me the Odds,Showcase,Special,1013,
Kazuda Xiono - Best Pilot in the Galaxy,Normal,Rare,018/262,
Kazuda Xiono - Best Pilot in the Galaxy,Hyperspace,Rare,280,
Kazuda Xiono - Best Pilot in the Galaxy,Showcase,Rare,1014,
City in the Clouds // Experience,Normal,Common,019/262,
City in the Clouds // Experience,Hyperspace,Common,281,
City in the Clouds // Shield,Normal,Common,019/262,
City in the Clouds // Shield,Hyperspace,Common,281,
City in the Clouds // TIE Fighter,Normal,Common,019/262,
City in the Clouds // TIE Fighter,Hyperspace,Common,281,
City in the Clouds // X-Wing,Normal,Common,019/262,
Shield Generator Complex // Experience,Normal,Common,020/262,
Shield Generator Complex // Experience,Hyperspace,Common,282,
Shield Generator Complex // Shield,Normal,Common,020/262,
Shield Generator Complex // TIE Fighter,Normal,Common,020/262,
Shield Generator Complex // TIE Fighter,Hyperspace,Common,282,
Shield Generator Complex // X-Wing,Normal,Common,020/262,
Colossus,Normal,Rare,021/262,
Colossus,Hyperspace,Rare,283,
Colossus,Foil,Rare,525,
Colossus,Hyperspace Foil,Rare,761,
Resistance Headquarters // Experience,Normal,Common,022/262,
Resistance Headquarters // Experience,Hyperspace,Common,284,
Resistance Headquarters // Shield,Normal,Common,022/262,
Resistance Headquarters // TIE Fighter,Normal,Common,022/262,
Resistance Headquarters // TIE Fighter,Hyperspace,Common,284,
Resistance Headquarters // X-Wing,Normal,Common,022/262,
Resistance Headquarters // X-Wing,Hyperspace,Common,284,
Theed Palace // Experience,Normal,Common,023/262,
Theed Palace // Experience,Hyperspace,Common,285,
Theed Palace // Shield,Normal,Common,023/2262,
Theed Palace // TIE Fighter,Normal,Common,023/2262,
Theed Palace // TIE Fighter,Hyperspace,Common,285,
Theed Palace // X-Wing,Normal,Common,023/2262,
Theed Palace // X-Wing,Hyperspace,Common,285,
Data Vault,Normal,Rare,024/262,
Data Vault,Hyperspace,Rare,286,
Data Vault,Foil,Rare,526,
Data Vault,Hyperspace Foil,Rare,762,
Thermal Oscillator,Normal,Rare,025/262,
Thermal Oscillator,Hyperspace,Rare,287,
Thermal Oscillator,Foil,Rare,527,
Thermal Oscillator,Hyperspace Foil,Rare,763,
Massassi Temple // Experience,Normal,Common,026/262,
Massassi Temple // Experience,Hyperspace,Common,288,
Massassi Temple // Shield,Normal,Common,026/262,
Massassi Temple // TIE Fighter,Normal,Common,026/262,
Massassi Temple // TIE Fighter,Hyperspace,Common,288,
Massassi Temple // X-Wing,Normal,Common,026/262,
Massassi Temple // X-Wing,Hyperspace,Common,288,
Nadiri Dockyards // Experience,Normal,Common,027/262,
Nadiri Dockyards // Experience,Hyperspace,Common,289,
Nadiri Dockyards // Shield,Normal,Common,027/262,
Nadiri Dockyards // TIE Fighter,Normal,Common,027/262,
Nadiri Dockyards // TIE Fighter,Hyperspace,Common,289,
Nadiri Dockyards // X-Wing,Normal,Common,027/262,
Nadiri Dockyards // X-Wing,Hyperspace,Common,289,
Nabat Village,Normal,Rare,028/262,
Nabat Village,Hyperspace,Rare,290,
Nabat Village,Foil,Rare,528,
Nabat Village,Hyperspace Foil,Rare,764,
Chopper Base // Experience,Normal,Common,029/262,
Chopper Base // Experience,Hyperspace,Common,291,
Chopper Base // Shield,Normal,Common,029/262,
Chopper Base // Shield,Hyperspace,Common,291,
Chopper Base // TIE Fighter,Normal,Common,029/262,
Chopper Base // TIE Fighter,Hyperspace,Common,291,
Chopper Base // X-Wing,Normal,Common,029/262,
Chopper Base // X-Wing,Hyperspace,Common,291,
Mos Eisley // Experience,Normal,Common,030/262,
Mos Eisley // Experience,Hyperspace,Common,292,
Mos Eisley // Shield,Normal,Common,030/262,
Mos Eisley // Shield,Hyperspace,Common,292,
Mos Eisley // TIE Fighter,Normal,Common,030/262,
Mos Eisley // TIE Fighter,Hyperspace,Common,292,
Mos Eisley // X-Wing,Normal,Common,030/262,
Mos Eisley // X-Wing,Hyperspace,Common,292,
Lake Country,Normal,Rare,031/262,
Lake Country,Hyperspace,Rare,293,
Lake Country,Foil,Rare,529,
Lake Country,Hyperspace Foil,Rare,765,
Director Krennic - On the Verge of Greatness,Normal,Uncommon,032/262,
Director Krennic - On the Verge of Greatness,Hyperspace,Uncommon,294,
Director Krennic - On the Verge of Greatness,Foil,Uncommon,530,
Director Krennic - On the Verge of Greatness,Hyperspace Foil,Uncommon,766,
Onyx Squadron Brute,Normal,Common,033/262,
Onyx Squadron Brute,Hyperspace,Common,295,
Onyx Squadron Brute,Foil,Common,531,
Onyx Squadron Brute,Hyperspace Foil,Common,767,
Interceptor Ace,Normal,Common,034/262,
Interceptor Ace,Hyperspace,Common,296,
Interceptor Ace,Foil,Common,532,
Interceptor Ace,Hyperspace Foil,Common,768,
Tam Ryvora - Searching For Purpose,Normal,Rare,035/262,
Tam Ryvora - Searching For Purpose,Hyperspace,Rare,297,
Tam Ryvora - Searching For Purpose,Foil,Rare,533,
Tam Ryvora - Searching For Purpose,Hyperspace Foil,Rare,769,
Iden Versio - Adapt or Die,Normal,Rare,036/262,
Iden Versio - Adapt or Die,Hyperspace,Rare,298,
Iden Versio - Adapt or Die,Foil,Rare,534,
Iden Versio - Adapt or Die,Hyperspace Foil,Rare,770,
Banshee - Crippling Command,Normal,Uncommon,037/262,
Banshee - Crippling Command,Hyperspace,Uncommon,299,
Banshee - Crippling Command,Foil,Uncommon,535,
Banshee - Crippling Command,Hyperspace Foil,Uncommon,771,
Banshee - Crippling Command,Prestige,Uncommon,1015,
Banshee - Crippling Command,Prestige Foil,Uncommon,1051,
Corvus - Inferno Squadron Raider,Normal,Rare,038/262,
Corvus - Inferno Squadron Raider,Hyperspace,Rare,300,
Corvus - Inferno Squadron Raider,Foil,Rare,536,
Corvus - Inferno Squadron Raider,Hyperspace Foil,Rare,772,
Corvus - Inferno Squadron Raider,Prestige,Rare,1016,
Corvus - Inferno Squadron Raider,Prestige Foil,Rare,1052,
Corvus - Inferno Squadron Raider,Serialized,Rare,1088,
Chimaera - Reinforcing the Center,Normal,Uncommon,039/262,
Chimaera - Reinforcing the Center,Hyperspace,Uncommon,301,
Chimaera - Reinforcing the Center,Foil,Uncommon,537,
Chimaera - Reinforcing the Center,Hyperspace Foil,Uncommon,773,
Chimaera - Reinforcing the Center,Prestige,Uncommon,1017,
Chimaera - Reinforcing the Center,Prestige Foil,Uncommon,1053,
Chimaera - Reinforcing the Center,Serialized,Uncommon,1089,
Fleet Interdictor,Normal,Common,040/262,
Fleet Interdictor,Hyperspace,Common,302,
Fleet Interdictor,Foil,Common,538,
Fleet Interdictor,Hyperspace Foil,Common,774,
Annihilator - Tagge's Flagship,Normal,Legendary,041/262,
Annihilator - Tagge's Flagship,Hyperspace,Legendary,303,
Annihilator - Tagge's Flagship,Foil,Legendary,539,
Annihilator - Tagge's Flagship,Hyperspace Foil,Legendary,775,
Annihilator - Tagge's Flagship,Prestige,Legendary,1018,
Annihilator - Tagge's Flagship,Prestige Foil,Legendary,1054,
Power from Pain,Normal,Uncommon,042/262,
Power from Pain,Hyperspace,Uncommon,304,
Power from Pain,Foil,Uncommon,540,
Power from Pain,Hyperspace Foil,Uncommon,776,
"No Glory, Only Results",Normal,Rare,043/262,
"No Glory, Only Results",Hyperspace,Rare,305,
"No Glory, Only Results",Foil,Rare,541,
"No Glory, Only Results",Hyperspace Foil,Rare,777,
Echo Base Engineer,Normal,Common,044/262,
Echo Base Engineer,Hyperspace,Common,306,
Echo Base Engineer,Foil,Common,542,
Echo Base Engineer,Hyperspace Foil,Common,778,
Hera Syndulla - We've Lost Enough,Normal,Uncommon,045/262,
Hera Syndulla - We've Lost Enough,Hyperspace,Uncommon,307,
Hera Syndulla - We've Lost Enough,Foil,Uncommon,543,
Hera Syndulla - We've Lost Enough,Hyperspace Foil,Uncommon,779,
Paige Tico - Dropping the Hammer,Normal,Uncommon,046/262,
Paige Tico - Dropping the Hammer,Hyperspace,Uncommon,308,
Paige Tico - Dropping the Hammer,Foil,Uncommon,544,
Paige Tico - Dropping the Hammer,Hyperspace Foil,Uncommon,780,
Admiral Yularen - Fleet Coordinator,Normal,Rare,047/262,
Admiral Yularen - Fleet Coordinator,Hyperspace,Rare,309,
Admiral Yularen - Fleet Coordinator,Foil,Rare,545,
Admiral Yularen - Fleet Coordinator,Hyperspace Foil,Rare,781,
Cassian Andor - Threading the Eye,Normal,Rare,048/262,
Cassian Andor - Threading the Eye,Hyperspace,Rare,310,
Cassian Andor - Threading the Eye,Foil,Rare,546,
Cassian Andor - Threading the Eye,Hyperspace Foil,Rare,782,
L3-37 - Get Out Of My Seat,Normal,Rare,049/262,
L3-37 - Get Out Of My Seat,Hyperspace,Rare,311,
L3-37 - Get Out Of My Seat,Foil,Rare,547,
L3-37 - Get Out Of My Seat,Hyperspace Foil,Rare,783,
Phantom II - Modified to Dock,Normal,Rare,050/262,
Phantom II - Modified to Dock,Hyperspace,Rare,312,
Phantom II - Modified to Dock,Foil,Rare,548,
Phantom II - Modified to Dock,Hyperspace Foil,Rare,784,
Phantom II - Modified to Dock,Prestige,Rare,1019,
Phantom II - Modified to Dock,Prestige Foil,Rare,1055,
Red Squadron X-Wing,Normal,Common,051/262,
Red Squadron X-Wing,Hyperspace,Common,313,
Red Squadron X-Wing,Foil,Common,549,
Red Squadron X-Wing,Hyperspace Foil,Common,785,
D'Qar Cargo Frigate,Normal,Common,052/252,
D'Qar Cargo Frigate,Hyperspace,Common,314,
D'Qar Cargo Frigate,Foil,Common,550,
D'Qar Cargo Frigate,Hyperspace Foil,Common,786,
The Ghost - Heart of the Family,Normal,Legendary,053/262,
The Ghost - Heart of the Family,Hyperspace,Legendary,315,
The Ghost - Heart of the Family,Foil,Legendary,551,
The Ghost - Heart of the Family,Hyperspace Foil,Legendary,787,
The Ghost - Heart of the Family,Prestige,Legendary,1020,
The Ghost - Heart of the Family,Prestige Foil,Legendary,1056,
Gold Leader - Fastest Ship in the Fleet,Normal,Uncommon,054/262,
Gold Leader - Fastest Ship in the Fleet,Hyperspace,Uncommon,316,
Gold Leader - Fastest Ship in the Fleet,Foil,Uncommon,552,
Gold Leader - Fastest Ship in the Fleet,Hyperspace Foil,Uncommon,788,
Gold Leader - Fastest Ship in the Fleet,Prestige,Uncommon,1021,
Gold Leader - Fastest Ship in the Fleet,Prestige Foil,Uncommon,1057,
Gold Leader - Fastest Ship in the Fleet,Serialized,Uncommon,1093,
"You're All Clear, Kid",Normal,Uncommon,055/262,
"You're All Clear, Kid",Hyperspace,Uncommon,317,
"You're All Clear, Kid",Foil,Uncommon,553,
"You're All Clear, Kid",Hyperspace Foil,Uncommon,789,
Hondo Ohnaka - Superfluous Swindler,Normal,Legendary,056/262,
Hondo Ohnaka - Superfluous Swindler,Hyperspace,Legendary,318,
Hondo Ohnaka - Superfluous Swindler,Foil,Legendary,554,
Hondo Ohnaka - Superfluous Swindler,Hyperspace Foil,Legendary,790,
Astromech Pilot,Normal,Uncommon,057/262,
Astromech Pilot,Hyperspace,Uncommon,319,
Astromech Pilot,Foil,Uncommon,555,
Astromech Pilot,Hyperspace Foil,Uncommon,791,
Academy Graduate,Normal,Common,058/262,
Academy Graduate,Hyperspace,Common,320,
Academy Graduate,Foil,Common,556,
Academy Graduate,Hyperspace Foil,Common,792,
Corporate Defense Shuttle,Normal,Rare,059/262,
Corporate Defense Shuttle,Hyperspace,Rare,321,
Corporate Defense Shuttle,Foil,Rare,557,
Corporate Defense Shuttle,Hyperspace Foil,Rare,793,
Desperate Commando,Normal,Common,060/262,
Desperate Commando,Hyperspace,Common,322,
Desperate Commando,Foil,Common,558,
Desperate Commando,Hyperspace Foil,Common,794,
Royal Security Fighter,Normal,Common,061/262,
Royal Security Fighter,Hyperspace,Common,323,
Royal Security Fighter,Foil,Common,559,
Royal Security Fighter,Hyperspace Foil,Common,795,
Silver Angel - Trace's Hope,Normal,Uncommon,062/262,
Silver Angel - Trace's Hope,Hyperspace,Uncommon,324,
Silver Angel - Trace's Hope,Foil,Uncommon,560,
Silver Angel - Trace's Hope,Hyperspace Foil,Uncommon,796,
Silver Angel - Trace's Hope,Prestige,Uncommon,1022,
Silver Angel - Trace's Hope,Prestige Foil,Uncommon,1058,
Landing Shuttle,Normal,Common,063/262,
Landing Shuttle,Hyperspace,Common,325,
Landing Shuttle,Foil,Common,561,
Landing Shuttle,Hyperspace Foil,Common,797,
Omicron Strike Craft,Normal,Common,064/262,
Omicron Strike Craft,Hyperspace,Common,326,
Omicron Strike Craft,Foil,Common,562,
Omicron Strike Craft,Hyperspace Foil,Common,798,
Outer Rim Outlaws,Normal,Common,065/262,
Outer Rim Outlaws,Hyperspace,Common,327,
Outer Rim Outlaws,Foil,Common,563,
Outer Rim Outlaws,Hyperspace Foil,Common,799,
Trace Martez - Trusting Sister,Normal,Uncommon,066/262,
Trace Martez - Trusting Sister,Hyperspace,Uncommon,328,
Trace Martez - Trusting Sister,Foil,Uncommon,564,
Trace Martez - Trusting Sister,Hyperspace Foil,Uncommon,800,
Cloaked StarViper,Normal,Common,067/262,
Cloaked StarViper,Hyperspace,Common,329,
Cloaked StarViper,Foil,Common,565,
Cloaked StarViper,Hyperspace Foil,Common,801,
Perimeter AT-RT,Normal,Common,068/262,
Perimeter AT-RT,Hyperspace,Common,330,
Perimeter AT-RT,Foil,Common,566,
Perimeter AT-RT,Hyperspace Foil,Common,802,
Munificent Frigate,Normal,Common,069/262,
Munificent Frigate,Hyperspace,Common,331,
Munificent Frigate,Foil,Common,567,
Munificent Frigate,Hyperspace Foil,Common,803,
U-Wing Lander,Normal,Uncommon,070/262,
U-Wing Lander,Hyperspace,Uncommon,332,
U-Wing Lander,Foil,Uncommon,568,
U-Wing Lander,Hyperspace Foil,Uncommon,804,
CR90 Relief Runner,Normal,Common,071/262,
CR90 Relief Runner,Hyperspace,Common,333,
CR90 Relief Runner,Foil,Common,569,
CR90 Relief Runner,Hyperspace Foil,Common,805,
Wing Guard Security Team,Normal,Uncommon,072/262,
Wing Guard Security Team,Hyperspace,Uncommon,334,
Wing Guard Security Team,Foil,Uncommon,570,
Wing Guard Security Team,Hyperspace Foil,Uncommon,806,
Grim Valor,Normal,Uncommon,073/262,
Grim Valor,Hyperspace,Uncommon,335,
Grim Valor,Foil,Uncommon,571,
Grim Valor,Hyperspace Foil,Uncommon,807,
Close the Shield Gate,Normal,Rare,074/262,
Close the Shield Gate,Hyperspace,Rare,336,
Close the Shield Gate,Foil,Rare,572,
Close the Shield Gate,Hyperspace Foil,Rare,808,
Repair,Normal,Common,075/262,
Repair,Hyperspace,Common,337,
Repair,Foil,Common,573,
Repair,Hyperspace Foil,Common,809,
Covering the Wing,Normal,Common,076/262,
Covering the Wing,Hyperspace,Common,338,
Covering the Wing,Foil,Common,574,
Covering the Wing,Hyperspace Foil,Common,810,
In the Heat of Battle,Normal,Rare,077/262,
In the Heat of Battle,Hyperspace,Rare,339,
In the Heat of Battle,Foil,Rare,575,
In the Heat of Battle,Hyperspace Foil,Rare,811,
Direct Hit,Normal,Common,078/262,
Direct Hit,Hyperspace,Common,340,
Direct Hit,Foil,Common,576,
Direct Hit,Hyperspace Foil,Common,812,
Out the Airlock,Normal,Common,079/262,
Out the Airlock,Hyperspace,Common,341,
Out the Airlock,Foil,Common,577,
Out the Airlock,Hyperspace Foil,Common,813,
Nebula Ignition,Normal,Legendary,080/262,
Nebula Ignition,Hyperspace,Legendary,342,
Nebula Ignition,Foil,Legendary,578,
Nebula Ignition,Hyperspace Foil,Legendary,814,
First Order TIE Fighter,Normal,Common,081/262,
First Order TIE Fighter,Hyperspace,Common,343,
First Order TIE Fighter,Foil,Common,579,
First Order TIE Fighter,Hyperspace Foil,Common,815,
Kijimi Patrollers,Normal,Common,082/262,
Kijimi Patrollers,Hyperspace,Common,344,
Kijimi Patrollers,Foil,Common,580,
Kijimi Patrollers,Hyperspace Foil,Common,816,
Pantoran Starship Thief,Normal,Rare,083/262,
Pantoran Starship Thief,Hyperspace,Rare,345,
Pantoran Starship Thief,Foil,Rare,581,
Pantoran Starship Thief,Hyperspace Foil,Rare,817,
Wingman Victor Two - Mauler Mithel,Normal,Uncommon,084/262,
Wingman Victor Two - Mauler Mithel,Hyperspace,Uncommon,346,
Wingman Victor Two - Mauler Mithel,Foil,Uncommon,582,
Wingman Victor Two - Mauler Mithel,Hyperspace Foil,Uncommon,818,
Victor Leader - Leading from the Front,Normal,Rare,085/262,
Victor Leader - Leading from the Front,Hyperspace,Rare,347,
Victor Leader - Leading from the Front,Foil,Rare,583,
Victor Leader - Leading from the Front,Hyperspace Foil,Rare,819,
Victor Leader - Leading from the Front,Prestige,Rare,1023,
Victor Leader - Leading from the Front,Prestige Foil,Rare,1059,
Wingman Victor Three - Backstabber,Normal,Uncommon,086/262,
Wingman Victor Three - Backstabber,Hyperspace,Uncommon,348,
Wingman Victor Three - Backstabber,Foil,Uncommon,584,
Wingman Victor Three - Backstabber,Hyperspace Foil,Uncommon,820,
TIE Ambush Squadron,Normal,Common,087/262,
TIE Ambush Squadron,Hyperspace,Common,349,
TIE Ambush Squadron,Foil,Common,585,
TIE Ambush Squadron,Hyperspace Foil,Common,821,
Captain Phasma - On My Command,Normal,Uncommon,088/262,
Captain Phasma - On My Command,Hyperspace,Uncommon,350,
Captain Phasma - On My Command,Foil,Uncommon,586,
Captain Phasma - On My Command,Hyperspace Foil,Uncommon,822,
The Invisible Hand - Crawling With Vultures,Normal,Rare,089/262,
The Invisible Hand - Crawling With Vultures,Hyperspace,Rare,351,
The Invisible Hand - Crawling With Vultures,Foil,Rare,587,
The Invisible Hand - Crawling With Vultures,Hyperspace Foil,Rare,823,
The Invisible Hand - Crawling With Vultures,Prestige,Rare,1024,
The Invisible Hand - Crawling With Vultures,Prestige Foil,Rare,1060,
Executor - Might of the Empire,Normal,Legendary,090/262,
Executor - Might of the Empire,Hyperspace,Legendary,352,
Executor - Might of the Empire,Foil,Legendary,588,
Executor - Might of the Empire,Hyperspace Foil,Legendary,824,
Executor - Might of the Empire,Prestige,Legendary,1025,
Executor - Might of the Empire,Prestige Foil,Legendary,1061,
Apology Accepted,Normal,Uncommon,091/262,
Apology Accepted,Hyperspace,Uncommon,353,
Apology Accepted,Foil,Uncommon,589,
Apology Accepted,Hyperspace Foil,Uncommon,825,
Scramble Fighters,Normal,Legendary,092/262,
Scramble Fighters,Hyperspace,Legendary,354,
Scramble Fighters,Foil,Legendary,590,
Scramble Fighters,Hyperspace Foil,Legendary,826,
Nien Nunb - Loyal Co-Pilot,Normal,Rare,093/262,
Nien Nunb - Loyal Co-Pilot,Hyperspace,Rare,355,
Nien Nunb - Loyal Co-Pilot,Foil,Rare,591,
Nien Nunb - Loyal Co-Pilot,Hyperspace Foil,Rare,827,
Luke Skywalker - You Still With Me?,Normal,Rare,094/262,
Luke Skywalker - You Still With Me?,Hyperspace,Rare,356,
Luke Skywalker - You Still With Me?,Foil,Rare,592,
Luke Skywalker - You Still With Me?,Hyperspace Foil,Rare,828,
Phoenix Squadron A-Wing,Normal,Common,095/262,
Phoenix Squadron A-Wing,Hyperspace,Common,357,
Phoenix Squadron A-Wing,Foil,Common,593,
Phoenix Squadron A-Wing,Hyperspace Foil,Common,829,
Blue Leader - Scarif Air Support,Normal,Uncommon,096/262,
Blue Leader - Scarif Air Support,Hyperspace,Uncommon,358,
Blue Leader - Scarif Air Support,Foil,Uncommon,594,
Blue Leader - Scarif Air Support,Hyperspace Foil,Uncommon,830,
Blue Leader - Scarif Air Support,Prestige,Uncommon,1026,
Blue Leader - Scarif Air Support,Prestige Foil,Uncommon,1062,
Blue Leader - Scarif Air Support,Serialized,Uncommon,1098,
"Leia Organa - Pilots, To Your Stations",Normal,Uncommon,097/262,
"Leia Organa - Pilots, To Your Stations",Hyperspace,Uncommon,359,
"Leia Organa - Pilots, To Your Stations",Foil,Uncommon,595,
"Leia Organa - Pilots, To Your Stations",Hyperspace Foil,Uncommon,831,
Snap Wexley - Resistance Recon Flier,Normal,Rare,098/262,
Snap Wexley - Resistance Recon Flier,Hyperspace,Rare,360,
Snap Wexley - Resistance Recon Flier,Foil,Rare,596,
Snap Wexley - Resistance Recon Flier,Hyperspace Foil,Rare,832,
Veteran Fleet Officer,Normal,Common,099/262,
Veteran Fleet Officer,Hyperspace,Common,361,
Veteran Fleet Officer,Foil,Common,597,
Veteran Fleet Officer,Hyperspace Foil,Common,833,
Poe Dameron - One Hell of a Pilot,Normal,Uncommon,100/262,
Poe Dameron - One Hell of a Pilot,Hyperspace,Uncommon,362,
Poe Dameron - One Hell of a Pilot,Foil,Uncommon,598,
Poe Dameron - One Hell of a Pilot,Hyperspace Foil,Uncommon,834,
Red Leader - Form Up,Normal,Uncommon,101/262,
Red Leader - Form Up,Hyperspace,Uncommon,363,
Red Leader - Form Up,Foil,Uncommon,599,
Red Leader - Form Up,Hyperspace Foil,Uncommon,835,
Red Leader - Form Up,Prestige,Uncommon,1027,
Red Leader - Form Up,Prestige Foil,Uncommon,1063,
Red Leader - Form Up,Serialized,Uncommon,1099,
Resistance Blue Squadron,Normal,Common,102/262,
Resistance Blue Squadron,Hyperspace,Common,364,
Resistance Blue Squadron,Foil,Common,600,
Resistance Blue Squadron,Hyperspace Foil,Common,836,
Chewbacca - Faithful First Mate,Normal,Special,103/262,
Chewbacca - Faithful First Mate,Hyperspace,Special,365,
Chewbacca - Faithful First Mate,Foil,Special,601,
Chewbacca - Faithful First Mate,Hyperspace Foil,Special,837,
Raddus - Holdo's Final Command,Normal,Rare,104/262,
Raddus - Holdo's Final Command,Hyperspace,Rare,366,
Raddus - Holdo's Final Command,Foil,Rare,602,
Raddus - Holdo's Final Command,Hyperspace Foil,Rare,838,
Raddus - Holdo's Final Command,Prestige,Rare,1028,
Raddus - Holdo's Final Command,Prestige Foil,Rare,1064,
Raddus - Holdo's Final Command,Serialized,Rare,1100,
The Starhawk - Prototype Battleship,Normal,Legendary,105/262,
The Starhawk - Prototype Battleship,Hyperspace,Legendary,367,
The Starhawk - Prototype Battleship,Foil,Legendary,603,
The Starhawk - Prototype Battleship,Hyperspace Foil,Legendary,839,
The Starhawk - Prototype Battleship,Prestige,Legendary,1029,
The Starhawk - Prototype Battleship,Prestige Foil,Legendary,1065,
Unity of Purpose,Normal,Legendary,106/262,
Unity of Purpose,Hyperspace,Legendary,368,
Unity of Purpose,Foil,Legendary,604,
Unity of Purpose,Hyperspace Foil,Legendary,840,
Bunker Defender,Normal,Common,107/262,
Bunker Defender,Hyperspace,Common,369,
Bunker Defender,Foil,Common,605,
Bunker Defender,Hyperspace Foil,Common,841,
Clone Pilot,Normal,Common,108/262,
Clone Pilot,Hyperspace,Common,370,
Clone Pilot,Foil,Common,606,
Clone Pilot,Hyperspace Foil,Common,842,
Jarek Yeager - Coordinating With The Resistance,Normal,Uncommon,109/262,
Jarek Yeager - Coordinating With The Resistance,Hyperspace,Uncommon,371,
Jarek Yeager - Coordinating With The Resistance,Foil,Uncommon,607,
Jarek Yeager - Coordinating With The Resistance,Hyperspace Foil,Uncommon,843,
Scouting Headhunter,Normal,Common,110/262,
Scouting Headhunter,Hyperspace,Common,372,
Scouting Headhunter,Foil,Common,608,
Scouting Headhunter,Hyperspace Foil,Common,844,
Seasoned Fleet Admiral,Normal,Rare,111/262,
Seasoned Fleet Admiral,Hyperspace,Rare,373,
Seasoned Fleet Admiral,Foil,Rare,609,
Seasoned Fleet Admiral,Hyperspace Foil,Rare,845,
Eager Escort Fighter,Normal,Common,112/262,
Eager Escort Fighter,Hyperspace,Common,374,
Eager Escort Fighter,Foil,Common,610,
Eager Escort Fighter,Hyperspace Foil,Common,846,
Homestead Militia,Normal,Common,113/262,
Homestead Militia,Hyperspace,Common,375,
Homestead Militia,Foil,Common,611,
Homestead Militia,Hyperspace Foil,Common,847,
Adept ARC-170,Normal,Common,114/262,
Adept ARC-170,Hyperspace,Common,376,
Adept ARC-170,Foil,Common,612,
Adept ARC-170,Hyperspace Foil,Common,848,
Clone Combat Squadron,Normal,Uncommon,115/262,
Clone Combat Squadron,Hyperspace,Uncommon,377,
Clone Combat Squadron,Foil,Uncommon,613,
Clone Combat Squadron,Hyperspace Foil,Uncommon,849,
Dornean Gunship,Normal,Uncommon,116/262,
Dornean Gunship,Hyperspace,Uncommon,378,
Dornean Gunship,Foil,Uncommon,614,
Dornean Gunship,Hyperspace Foil,Uncommon,850,
General Draven - Doing What Must Be Done,Normal,Rare,117/262,
General Draven - Doing What Must Be Done,Hyperspace,Rare,379,
General Draven - Doing What Must Be Done,Foil,Rare,615,
General Draven - Doing What Must Be Done,Hyperspace Foil,Rare,851,
MC30 Assault Frigate,Normal,Common,118/262,
