Name,Type,Rarity,Number,Quantity
Nute Gunray - Escaping Justice,Hyperspace Foil,Rare,787,
Nute Gunray - Escaping Justice,Prestige,Rare,1044,
Nute Gunray - Escaping Justice,Prestige Foil,Rare,1087,
Nute Gunray - Escaping Justice,Serialized,Rare,1130,
Kylo Ren's Command Shuttle - Icon of Authority,Normal,Legendary,32/264,
Kylo Ren's Command Shuttle - Icon of Authority,Hyperspace,Legendary,296,
Kylo Ren's Command Shuttle - Icon of Authority,Foil,Legendary,542,
Kylo Ren's Command Shuttle - Icon of Authority,Hyperspace Foil,Legendary,788,
Sly Moore - Witness to Power,Normal,Uncommon,33/264,
Sly Moore - Witness to Power,Hyperspace,Uncommon,297,
Sly Moore - Witness to Power,Foil,Uncommon,543,
Sly Moore - Witness to Power,Hyperspace Foil,Uncommon,789,
Sly Moore - Witness to Power,Prestige,Uncommon,1045,
Sly Moore - Witness to Power,Prestige Foil,Uncommon,1088,
Cad Bane - Impressed Now?,Normal,Special,34/264,
Cad Bane - Impressed Now?,Hyperspace,Special,298,
Cad Bane - Impressed Now?,Foil,Special,544,
Cad Bane - Impressed Now?,Hyperspace Foil,Special,790,
Cad Bane - Impressed Now?,Prestige,Special,1070,
Cad Bane - Impressed Now?,Prestige Foil,Special,1113,
Darth Sion - Lord of Pain,Normal,Legendary,35/264,
Darth Sion - Lord of Pain,Hyperspace,Legendary,299,
Darth Sion - Lord of Pain,Foil,Legendary,545,
Darth Sion - Lord of Pain,Hyperspace Foil,Legendary,791,
Dogmatic Shock Squad,Normal,Common,36/264,
Dogmatic Shock Squad,Hyperspace,Common,300,
Dogmatic Shock Squad,Foil,Common,546,
Dogmatic Shock Squad,Hyperspace Foil,Common,792,
Cantwell Arrestor Cruiser,Normal,Uncommon,37/264,
Cantwell Arrestor Cruiser,Hyperspace,Uncommon,301,
Cantwell Arrestor Cruiser,Foil,Uncommon,547,
Cantwell Arrestor Cruiser,Hyperspace Foil,Uncommon,793,
Condemn,Normal,Rare,38/264,
Condemn,Hyperspace,Rare,302,
Condemn,Foil,Rare,548,
Condemn,Hyperspace Foil,Rare,794,
Creditor's Claim,Normal,Uncommon,39/264,
Creditor's Claim,Hyperspace,Uncommon,303,
Creditor's Claim,Foil,Uncommon,549,
Creditor's Claim,Hyperspace Foil,Uncommon,795,
Emergency Powers,Normal,Rare,40/264,
Emergency Powers,Hyperspace,Rare,304,
Emergency Powers,Foil,Rare,550,
Emergency Powers,Hyperspace Foil,Rare,796,
Populist Advisor,Normal,Uncommon,41/264,
Populist Advisor,Hyperspace,Uncommon,305,
Populist Advisor,Foil,Uncommon,551,
Populist Advisor,Hyperspace Foil,Uncommon,797,
Cassian Andor - Lay Low,Normal,Legendary,42/264,
Cassian Andor - Lay Low,Hyperspace,Legendary,306,
Cassian Andor - Lay Low,Foil,Legendary,552,
Cassian Andor - Lay Low,Hyperspace Foil,Legendary,798,
Cassian Andor - Lay Low,Prestige,Legendary,1060,
Cassian Andor - Lay Low,Prestige Foil,Legendary,1103,
Chandrilan Sponsor,Normal,Common,43/264,
Chandrilan Sponsor,Hyperspace,Common,307,
Chandrilan Sponsor,Foil,Common,553,
Chandrilan Sponsor,Hyperspace Foil,Common,799,
Populist Champion,Normal,Common,44/264,
Populist Champion,Hyperspace,Common,308,
Populist Champion,Foil,Common,554,
Populist Champion,Hyperspace Foil,Common,800,
Senator Chuchi - Voice for the Voiceless,Normal,Uncommon,45/264,
Senator Chuchi - Voice for the Voiceless,Hyperspace,Uncommon,309,
Senator Chuchi - Voice for the Voiceless,Foil,Uncommon,555,
Senator Chuchi - Voice for the Voiceless,Hyperspace Foil,Uncommon,801,
Senator Chuchi - Voice for the Voiceless,Prestige,Uncommon,1039,
Senator Chuchi - Voice for the Voiceless,Prestige Foil,Uncommon,1082,
Senator Chuchi - Voice for the Voiceless,Serialized,Uncommon,1125,
Galen Erso - You'll Never Win,Normal,Rare,46/264,
Galen Erso - You'll Never Win,Hyperspace,Rare,310,
Galen Erso - You'll Never Win,Foil,Rare,556,
Galen Erso - You'll Never Win,Hyperspace Foil,Rare,802,
Coronet - Stately Vessel,Normal,Uncommon,47/264,
Coronet - Stately Vessel,Hyperspace,Uncommon,311,
Coronet - Stately Vessel,Foil,Uncommon,557,
Coronet - Stately Vessel,Hyperspace Foil,Uncommon,803,
Captain Rex - Into the Firefight,Normal,Rare,48/264,
Captain Rex - Into the Firefight,Hyperspace,Rare,312,
Captain Rex - Into the Firefight,Foil,Rare,558,
Captain Rex - Into the Firefight,Hyperspace Foil,Rare,804,
Jade Squadron Patrol,Normal,Common,49/264,
Jade Squadron Patrol,Hyperspace,Common,313,
Jade Squadron Patrol,Foil,Common,559,
Jade Squadron Patrol,Hyperspace Foil,Common,805,
Vigil - Securing the Future,Normal,Legendary,50/264,
Vigil - Securing the Future,Hyperspace,Legendary,314,
Vigil - Securing the Future,Foil,Legendary,560,
Vigil - Securing the Future,Hyperspace Foil,Legendary,806,
Bo-Katan Kryze - Alone,Normal,Rare,51/264,
Bo-Katan Kryze - Alone,Hyperspace,Rare,315,
Bo-Katan Kryze - Alone,Foil,Rare,561,
Bo-Katan Kryze - Alone,Hyperspace Foil,Rare,807,
Diplomatic Immunity,Normal,Uncommon,52/264,
Diplomatic Immunity,Hyperspace,Uncommon,316,
Diplomatic Immunity,Foil,Uncommon,562,
Diplomatic Immunity,Hyperspace Foil,Uncommon,808,
One in a Million,Normal,Rare,53/264,
One in a Million,Hyperspace,Rare,317,
One in a Million,Foil,Rare,563,
One in a Million,Hyperspace Foil,Rare,809,
Exiled from the Force,Normal,Rare,54/264,
Exiled from the Force,Hyperspace,Rare,318,
Exiled from the Force,Foil,Rare,564,
Exiled from the Force,Hyperspace Foil,Rare,810,
Dhani Pilgrim,Normal,Common,55/264,
Dhani Pilgrim,Hyperspace,Common,319,
Dhani Pilgrim,Foil,Common,565,
Dhani Pilgrim,Hyperspace Foil,Common,811,
Escape Pod,Normal,Rare,56/264,
Escape Pod,Hyperspace,Rare,320,
Escape Pod,Foil,Rare,566,
Escape Pod,Hyperspace Foil,Rare,812,
Lobot - Cloud City Coordinator,Normal,Uncommon,57/264,
Lobot - Cloud City Coordinator,Hyperspace,Uncommon,321,
Lobot - Cloud City Coordinator,Foil,Uncommon,567,
Lobot - Cloud City Coordinator,Hyperspace Foil,Uncommon,813,
Lost Jedi,Normal,Common,58/264,
Lost Jedi,Hyperspace,Common,322,
Lost Jedi,Foil,Common,568,
Lost Jedi,Hyperspace Foil,Common,814,
Senate Warden,Normal,Common,59/264,
Senate Warden,Hyperspace,Common,323,
Senate Warden,Foil,Common,569,
Senate Warden,Hyperspace Foil,Common,815,
Defense Fleet X-Wing,Normal,Common,60/264,
Defense Fleet X-Wing,Hyperspace,Common,324,
Defense Fleet X-Wing,Hyperspace Foil,Common,816,
Willrow Hood - On the Run,Normal,Uncommon,61/264,
Willrow Hood - On the Run,Hyperspace,Uncommon,325,
Willrow Hood - On the Run,Foil,Uncommon,571,
Willrow Hood - On the Run,Hyperspace Foil,Uncommon,817,
Bardottan Ornithopter,Normal,Common,62/264,
Bardottan Ornithopter,Hyperspace,Common,326,
Bardottan Ornithopter,Foil,Common,571,
Bardottan Ornithopter,Hyperspace Foil,Common,817,
Rotunda Senate Guards,Normal,Common,63/264,
Rotunda Senate Guards,Hyperspace,Common,327,
Rotunda Senate Guards,Foil,Common,572,
Rotunda Senate Guards,Hyperspace Foil,Common,818,
Congress of Malastare,Normal,Common,64/264,
Congress of Malastare,Hyperspace,Common,328,
Congress of Malastare,Foil,Common,573,
Congress of Malastare,Hyperspace Foil,Common,819,
Nala Se - Chief Medical Scientist,Normal,Uncommon,65/264,
Nala Se - Chief Medical Scientist,Hyperspace,Uncommon,329,
Nala Se - Chief Medical Scientist,Foil,Uncommon,574,
Nala Se - Chief Medical Scientist,Hyperspace Foil,Uncommon,820,
Alderaanian Envoys,Normal,Common,66/264,
Alderaanian Envoys,Hyperspace,Common,330,
Alderaanian Envoys,Foil,Common,576,
Alderaanian Envoys,Hyperspace Foil,Common,822,
Umbaran Mobile Cannon,Normal,Uncommon,67/264,
Umbaran Mobile Cannon,Hyperspace,Uncommon,331,
Umbaran Mobile Cannon,Foil,Uncommon,577,
Umbaran Mobile Cannon,Hyperspace Foil,Uncommon,823,
Lando Calrissian - Trust Me,Normal,Legendary,68/264,
Lando Calrissian - Trust Me,Hyperspace,Legendary,332,
Lando Calrissian - Trust Me,Foil,Legendary,578,
Lando Calrissian - Trust Me,Hyperspace Foil,Legendary,824,
Lando Calrissian - Trust Me,Prestige,Legendary,1055,
Lando Calrissian - Trust Me,Prestige Foil,Legendary,1098,
Nimble Prowess,Normal,Common,69/264,
Nimble Prowess,Hyperspace,Common,333,
Nimble Prowess,Foil,Common,579,
Nimble Prowess,Hyperspace Foil,Common,825,
Armor of Fortune,Normal,Common,70/264,
Armor of Fortune,Hyperspace,Common,334,
Armor of Fortune,Foil,Common,580,
Armor of Fortune,Hyperspace Foil,Common,826,
Disciples' Devotion,Normal,Uncommon,71/264,
Disciples' Devotion,Hyperspace,Uncommon,335,
Disciples' Devotion,Foil,Uncommon,581,
Disciples' Devotion,Hyperspace Foil,Uncommon,827,
Scour the Archives,Normal,Common,72/264,
Scour the Archives,Hyperspace,Common,336,
Scour the Archives,Foil,Common,582,
Scour the Archives,Hyperspace Foil,Common,828,
The Eye of Aldhani,Normal,Rare,73/264,
The Eye of Aldhani,Hyperspace,Rare,337,
The Eye of Aldhani,Foil,Rare,583,
The Eye of Aldhani,Hyperspace Foil,Rare,829,
Relief Request,Normal,Common,74/264,
Relief Request,Hyperspace,Common,338,
Relief Request,Foil,Common,584,
Relief Request,Hyperspace Foil,Common,830,
Knowledge and Defense,Normal,Common,75/264,
Knowledge and Defense,Hyperspace,Common,339,
Knowledge and Defense,Foil,Common,585,
Knowledge and Defense,Hyperspace Foil,Common,831,
Charged with Murder,Normal,Uncommon,76/264,
Charged with Murder,Hyperspace,Uncommon,340,
Charged with Murder,Foil,Uncommon,586,
Charged with Murder,Hyperspace Foil,Uncommon,832,
Retaliation,Normal,Common,77/264,
Retaliation,Hyperspace,Common,341,
Retaliation,Foil,Common,587,
Retaliation,Hyperspace Foil,Common,833,
Hyperspace Disaster,Normal,Rare,78/264,
Hyperspace Disaster,Hyperspace,Rare,342,
Hyperspace Disaster,Foil,Rare,588,
Hyperspace Disaster,Hyperspace Foil,Rare,834,
Corrupt Politician,Normal,Special,79/264,
Corrupt Politician,Hyperspace,Special,343,
Corrupt Politician,Foil,Special,589,
Corrupt Politician,Hyperspace Foil,Special,835,
Imperial Dark Trooper,Normal,Common,80/264,
Imperial Dark Trooper,Hyperspace,Common,344,
Imperial Dark Trooper,Foil,Common,590,
Imperial Dark Trooper,Hyperspace Foil,Common,836,
Major Partagaz - Healthcare Provider,Normal,Rare,81/264,
Major Partagaz - Healthcare Provider,Hyperspace,Rare,345,
Major Partagaz - Healthcare Provider,Foil,Rare,591,
Major Partagaz - Healthcare Provider,Hyperspace Foil,Rare,837,
Major Partagaz - Healthcare Provider,Prestige,Rare,1046,
Major Partagaz - Healthcare Provider,Prestige Foil,Rare,1089,
Chancellor Palpatine - I Am the Senate,Normal,Rare,82/264,
Chancellor Palpatine - I Am the Senate,Hyperspace,Rare,346,
Chancellor Palpatine - I Am the Senate,Foil,Rare,592,
Chancellor Palpatine - I Am the Senate,Hyperspace Foil,Rare,838,
ISB Shuttle,Normal,Common,83/264,
ISB Shuttle,Hyperspace,Common,347,
ISB Shuttle,Foil,Common,593,
ISB Shuttle,Hyperspace Foil,Common,839,
Mas Amedda - Accomplice to Power,Normal,Uncommon,84/264,
Mas Amedda - Accomplice to Power,Hyperspace,Uncommon,348,
Mas Amedda - Accomplice to Power,Foil,Uncommon,594,
Mas Amedda - Accomplice to Power,Hyperspace Foil,Uncommon,840,
Mas Amedda - Accomplice to Power,Prestige,Uncommon,1048,
Mas Amedda - Accomplice to Power,Prestige Foil,Uncommon,1091,
Vice Admiral Rampart - On Schedule,Normal,Rare,85/264,
Vice Admiral Rampart - On Schedule,Hyperspace,Rare,349,
Vice Admiral Rampart - On Schedule,Foil,Rare,595,
Vice Admiral Rampart - On Schedule,Hyperspace Foil,Rare,841,
Vice Admiral Rampart - On Schedule,Prestige,Rare,1047,
Vice Admiral Rampart - On Schedule,Prestige Foil,Rare,1090,
Cruel Commandos,Normal,Common,86/264,
Cruel Commandos,Hyperspace,Common,350,
Cruel Commandos,Foil,Common,596,
Cruel Commandos,Hyperspace Foil,Common,842,
Dedra Meero - With Verifiable Data,Normal,Uncommon,87/264,
Dedra Meero - With Verifiable Data,Hyperspace,Uncommon,351,
Dedra Meero - With Verifiable Data,Foil,Uncommon,597,
Dedra Meero - With Verifiable Data,Hyperspace Foil,Uncommon,843,
Dedra Meero - With Verifiable Data,Prestige,Uncommon,1049,
Dedra Meero - With Verifiable Data,Prestige Foil,Uncommon,1092,
First Light - Threatening Elegance,Normal,Rare,88/264,
First Light - Threatening Elegance,Hyperspace,Rare,352,
First Light - Threatening Elegance,Foil,Rare,598,
First Light - Threatening Elegance,Hyperspace Foil,Rare,844,
First Light - Threatening Elegance,Prestige,Rare,1071,
First Light - Threatening Elegance,Prestige Foil,Rare,1114,
PreMor Personnel Carrier,Normal,Uncommon,89/264,
PreMor Personnel Carrier,Hyperspace,Uncommon,353,
PreMor Personnel Carrier,Foil,Uncommon,599,
PreMor Personnel Carrier,Hyperspace Foil,Uncommon,845,
Director Krennic - I Lose Nothing But Time,Normal,Legendary,90/264,
Director Krennic - I Lose Nothing But Time,Hyperspace,Legendary,354,
Director Krennic - I Lose Nothing But Time,Foil,Legendary,600,
Director Krennic - I Lose Nothing But Time,Hyperspace Foil,Legendary,846,
Director Krennic - I Lose Nothing But Time,Prestige,Legendary,1050,
Director Krennic - I Lose Nothing But Time,Prestige Foil,Legendary,1093,
Director Krennic - I Lose Nothing But Time,Serialized,Legendary,1136,
Corporate Warmongering,Normal,Uncommon,91/264,
Corporate Warmongering,Hyperspace,Uncommon,355,
Corporate Warmongering,Foil,Uncommon,601,
Corporate Warmongering,Hyperspace Foil,Uncommon,847,
I Am the Senate,Normal,Special,92/264,
I Am the Senate,Hyperspace,Special,356,
I Am the Senate,Foil,Special,602,
I Am the Senate,Hyperspace Foil,Special,848,
C-3PO - Anything I Might Do?,Normal,Uncommon,93/264,
C-3PO - Anything I Might Do?,Hyperspace,Uncommon,357,
C-3PO - Anything I Might Do?,Foil,Uncommon,603,
C-3PO - Anything I Might Do?,Hyperspace Foil,Uncommon,849,
Mina Bonteri - Stop This War,Normal,Uncommon,94/264,
Mina Bonteri - Stop This War,Hyperspace,Uncommon,358,
Mina Bonteri - Stop This War,Foil,Uncommon,604,
Mina Bonteri - Stop This War,Hyperspace Foil,Uncommon,850,
Mina Bonteri - Stop This War,Prestige,Uncommon,1040,
Mina Bonteri - Stop This War,Prestige Foil,Uncommon,1083,
Theed Security,Normal,Common,95/264,
Theed Security,Hyperspace,Common,359,
Theed Security,Foil,Common,605,
Theed Security,Hyperspace Foil,Common,851,
Ahsoka Tano - I Learned It from You,Normal,Special,96/264,
Ahsoka Tano - I Learned It from You,Hyperspace,Special,360,
Ahsoka Tano - I Learned It from You,Foil,Special,606,
Ahsoka Tano - I Learned It from You,Hyperspace Foil,Special,852,
Beloved Orator,Normal,Common,97/264,
Beloved Orator,Hyperspace,Common,361,
Beloved Orator,Foil,Common,607,
Beloved Orator,Hyperspace Foil,Common,853,
Captain Typho - All Necessary Precautions,Normal,Special,98/264,
Captain Typho - All Necessary Precautions,Hyperspace,Special,362,
Captain Typho - All Necessary Precautions,Foil,Special,608,
Captain Typho - All Necessary Precautions,Hyperspace Foil,Special,854,
Naboo Royal Starship - Fit For A Queen,Normal,Rare,99/264,
Naboo Royal Starship - Fit For A Queen,Hyperspace,Rare,363,
Naboo Royal Starship - Fit For A Queen,Foil,Rare,609,
Naboo Royal Starship - Fit For A Queen,Hyperspace Foil,Rare,855,
Dressellian Commandos,Normal,Common,100/264,
Dressellian Commandos,Hyperspace,Common,364,
Dressellian Commandos,Foil,Common,610,
Dressellian Commandos,Hyperspace Foil,Common,856,
Queen Amidala - Championing Her People,Normal,Legendary,101/264,
Queen Amidala - Championing Her People,Hyperspace,Legendary,365,
Queen Amidala - Championing Her People,Foil,Legendary,611,
Queen Amidala - Championing Her People,Hyperspace Foil,Legendary,857,
Queen Amidala - Championing Her People,Prestige,Legendary,1041,
Queen Amidala - Championing Her People,Prestige Foil,Legendary,1084,
Queen Amidala - Championing Her People,Serialized,Legendary,1127,
Renowned Dignitaries,Normal,Uncommon,102/264,
Renowned Dignitaries,Hyperspace,Uncommon,366,
Renowned Dignitaries,Foil,Uncommon,612,
Renowned Dignitaries,Hyperspace Foil,Uncommon,858,
Mon Mothma - Clinging to Hope,Normal,Rare,103/264,
Mon Mothma - Clinging to Hope,Hyperspace,Rare,367,
Mon Mothma - Clinging to Hope,Foil,Rare,613,
Mon Mothma - Clinging to Hope,Hyperspace Foil,Rare,859,
Mon Mothma - Clinging to Hope,Prestige,Rare,1042,
Mon Mothma - Clinging to Hope,Prestige Foil,Rare,1085,
Figure of Unity,Normal,Legendary,104/264,
Figure of Unity,Hyperspace,Legendary,368,
Figure of Unity,Foil,Legendary,614,
Figure of Unity,Hyperspace Foil,Legendary,860,
Renewed Friendship,Normal,Uncommon,105/264,
Renewed Friendship,Hyperspace,Uncommon,369,
Renewed Friendship,Foil,Uncommon,615,
Renewed Friendship,Hyperspace Foil,Uncommon,861,
Dismantle the Conspiracy,Normal,Rare,106/264,
Dismantle the Conspiracy,Hyperspace,Rare,370,
Dismantle the Conspiracy,Foil,Rare,616,
Dismantle the Conspiracy,Hyperspace Foil,Rare,862,
Chancellor Valorum - Civil Servant,Normal,Rare,107/264,
Chancellor Valorum - Civil Servant,Hyperspace,Rare,371,
Chancellor Valorum - Civil Servant,Foil,Rare,617,
Chancellor Valorum - Civil Servant,Hyperspace Foil,Rare,863,
Chancellor Valorum - Civil Servant,Prestige,Rare,1056,
Chancellor Valorum - Civil Servant,Prestige Foil,Rare,1099,
Senator's Aide,Normal,Common,108/264,
Senator's Aide,Hyperspace,Common,372,
Senator's Aide,Foil,Common,618,
Senator's Aide,Hyperspace Foil,Common,864,
Diplomatic Envoy,Normal,Common,109/264,
Diplomatic Envoy,Hyperspace,Common,373,
Diplomatic Envoy,Foil,Common,619,
Diplomatic Envoy,Hyperspace Foil,Common,865,
GNK Power Droid,Normal,Common,110/264,
GNK Power Droid,Hyperspace,Common,374,
GNK Power Droid,Foil,Common,620,
GNK Power Droid,Hyperspace Foil,Common,866,
Jar Jar Binks - Mesa Propose,Normal,Uncommon,111/264,
Jar Jar Binks - Mesa Propose,Hyperspace,Uncommon,375,
Jar Jar Binks - Mesa Propose,Foil,Uncommon,621,
Jar Jar Binks - Mesa Propose,Hyperspace Foil,Uncommon,867,
Jar Jar Binks - Mesa Propose,Prestige,Uncommon,1057,
Jar Jar Binks - Mesa Propose,Prestige Foil,Uncommon,1100,
Jar Jar Binks - Mesa Propose,Serialized,Uncommon,1143,
Orn Free Taa - Political Power Broker,Normal,Rare,112/264,
Orn Free Taa - Political Power Broker,Hyperspace,Rare,376,
Orn Free Taa - Political Power Broker,Foil,Rare,622,
Orn Free Taa - Political Power Broker,Hyperspace Foil,Rare,868,
Orn Free Taa - Political Power Broker,Prestige,Rare,1058,
Orn Free Taa - Political Power Broker,Prestige Foil,Rare,1101,
Orn Free Taa - Political Power Broker,Serialized,Rare,1144,
Daro Commando,Normal,Common,113/264,
Daro Commando,Hyperspace,Common,377,
Daro Commando,Foil,Common,623,
Daro Commando,Hyperspace Foil,Common,869,
Kino Loy - You Answer to Me,Normal,Uncommon,114/264,
Kino Loy - You Answer to Me,Hyperspace,Uncommon,378,
Kino Loy - You Answer to Me,Foil,Uncommon,624,
Kino Loy - You Answer to Me,Hyperspace Foil,Uncommon,870,
Kino Loy - You Answer to Me,Prestige,Uncommon,1075,
Kino Loy - You Answer to Me,Prestige Foil,Uncommon,1118,
Taylander Shuttle,Normal,Uncommon,115/264,
Taylander Shuttle,Hyperspace,Uncommon,379,
Taylander Shuttle,Foil,Uncommon,625,
Taylander Shuttle,Hyperspace Foil,Uncommon,871,
Nubian Star Skiff,Normal,Common,116/264,
Nubian Star Skiff,Hyperspace,Common,380,
Nubian Star Skiff,Foil,Common,626,
Nubian Star Skiff,Hyperspace Foil,Common,872,
Consular's Cruiser,Normal,Common,117/264,
Consular's Cruiser,Hyperspace,Common,381,
Consular's Cruiser,Foil,Common,627,
Consular's Cruiser,Hyperspace Foil,Common,873,
Raxian Assembly,Normal,Common,118/264,
Raxian Assembly,Hyperspace,Common,382,
Raxian Assembly,Foil,Common,628,
Raxian Assembly,Hyperspace Foil,Common,874,
Crucible - Centuries of Wisdom,Normal,Uncommon,119/264,
Crucible - Centuries of Wisdom,Hyperspace,Uncommon,383,
Crucible - Centuries of Wisdom,Foil,Uncommon,629,
Crucible - Centuries of Wisdom,Hyperspace Foil,Uncommon,875,
Naboo Security Force,Normal,Common,120/264,
Naboo Security Force,Hyperspace,Common,384,
Naboo Security Force,Foil,Common,630,
Naboo Security Force,Hyperspace Foil,Common,876,
Shadow Crawler,Normal,Common,121/264,
Shadow Crawler,Hyperspace,Common,385,
Shadow Crawler,Foil,Common,631,
Shadow Crawler,Hyperspace Foil,Common,877,
Vuutun Palaa - Droid Control Ship,Normal,Legendary,122/264,
Vuutun Palaa - Droid Control Ship,Hyperspace,Legendary,386,
